prospect_id,industry,region,company_size_band,est_annual_revenue,digital_engagement_score,years_in_business,existing_bank_relationship,targeting_readiness_score,targeting_tier
PROS-102603,Transportation & Logistics,West,1000+ employees,1892000.0,59.6,4,Yes,56.6,Tier 2 - Warm
PROS-102604,Hospitality,North,50-249 employees,738500.0,30.6,28,Yes,48.7,Tier 2 - Warm
PROS-102605,Hospitality,Central,10-49 employees,1796000.0,33.7,18,Yes,34.5,Tier 2 - Warm
PROS-102606,Transportation & Logistics,South,1-9 employees,1901000.0,31.9,29,Yes,35.0,Tier 2 - Warm
PROS-102607,Professional Services,South,50-249 employees,333000.0,58.1,4,No,40.9,Tier 2 - Warm
PROS-102608,Transportation & Logistics,West,1-9 employees,724000.0,26.8,8,Yes,16.3,Tier 3 - Nurture
PROS-102609,Wholesale Distribution,North,1-9 employees,767000.0,14.6,12,Yes,14.5,Tier 3 - Nurture
PROS-102610,Education,South,1-9 employees,642000.0,62.6,23,No,42.8,Tier 2 - Warm
PROS-102611,Education,North,50-249 employees,3377000.0,14.9,36,No,48.6,Tier 2 - Warm
PROS-102612,Retail Trade,South,10-49 employees,1580000.0,23.6,36,No,44.6,Tier 2 - Warm
PROS-102613,Transportation & Logistics,East,1-9 employees,675000.0,38.4,26,Yes,35.3,Tier 2 - Warm
PROS-102614,Retail Trade,North,1-9 employees,1421000.0,38.2,5,No,18.6,Tier 3 - Nurture
PROS-102615,Technology,South,10-49 employees,77000.0,71.5,31,Yes,60.2,Tier 2 - Warm
PROS-102616,Education,West,10-49 employees,371000.0,46.2,34,Yes,52.3,Tier 2 - Warm
PROS-102617,Manufacturing,Central,50-249 employees,1001000.0,75.6,22,Yes,62.3,Tier 2 - Warm
PROS-102618,Technology,North,1-9 employees,2488000.0,60.4,3,Yes,26.1,Tier 3 - Nurture
PROS-102619,Education,West,50-249 employees,909000.0,56.9,7,No,42.8,Tier 2 - Warm
PROS-102620,Wholesale Distribution,North,250-999 employees,3628000.0,52.1,32,Yes,68.1,Tier 1 - Priority
PROS-102621,Construction,East,10-49 employees,1895000.0,15.1,6,No,17.5,Tier 3 - Nurture
PROS-102622,Retail Trade,Central,1-9 employees,426000.0,4.2,14,Yes,11.8,Tier 3 - Nurture
PROS-102623,Education,West,50-249 employees,625000.0,53.5,30,Yes,59.6,Tier 2 - Warm
PROS-102624,Education,South,1-9 employees,1143000.0,42.6,6,No,21.2,Tier 3 - Nurture
PROS-102625,Transportation & Logistics,South,1-9 employees,445000.0,38.150000000000006,17,No,28.1,Tier 3 - Nurture
PROS-102626,Education,West,1-9 employees,3931000.0,51.7,27,Yes,41.5,Tier 2 - Warm
PROS-102627,Manufacturing,Central,250-999 employees,215000.0,18.2,20,Yes,44.8,Tier 2 - Warm
PROS-102628,Technology,South,10-49 employees,1033000.0,64.7,35,Yes,60.6,Tier 2 - Warm
PROS-102629,Manufacturing,North,250-999 employees,1638000.0,23.9,7,No,36.8,Tier 2 - Warm
PROS-102630,Education,East,10-49 employees,517000.0,5.7,23,Yes,27.0,Tier 3 - Nurture
PROS-102631,Technology,West,10-49 employees,403000.0,40.099999999999994,15,No,34.8,Tier 2 - Warm
PROS-102632,Education,East,1-9 employees,671000.0,25.9,22,No,27.0,Tier 3 - Nurture
PROS-102633,Transportation & Logistics,Central,10-49 employees,1782000.0,36.5,6,Yes,26.2,Tier 3 - Nurture
PROS-102634,Manufacturing,Central,1-9 employees,421000.0,41.0,27,Yes,37.1,Tier 2 - Warm
PROS-102635,Manufacturing,West,10-49 employees,225000.0,3.1,8,No,14.1,Tier 3 - Nurture
PROS-102636,Construction,North,1-9 employees,724000.0,20.5,32,Yes,32.7,Tier 3 - Nurture
PROS-102637,Hospitality,Central,10-49 employees,1132000.0,30.7,35,Yes,46.7,Tier 2 - Warm
PROS-102638,Retail Trade,West,10-49 employees,2210000.0,43.4,14,No,35.3,Tier 2 - Warm
PROS-102639,Wholesale Distribution,South,1-9 employees,1682000.0,33.6,28,Yes,34.9,Tier 2 - Warm
PROS-102640,Professional Services,East,1-9 employees,8023000.0,8.4,22,No,19.8,Tier 3 - Nurture
PROS-102641,Healthcare,Central,1000+ employees,2487000.0,6.6,34,No,58.6,Tier 2 - Warm
PROS-102642,Professional Services,Central,1-9 employees,329000.0,43.1,37,No,45.9,Tier 2 - Warm
PROS-102643,Healthcare,East,1-9 employees,1224000.0,36.0,35,Yes,41.4,Tier 2 - Warm
PROS-102644,Healthcare,North,1-9 employees,395000.0,30.2,11,Yes,20.1,Tier 3 - Nurture
PROS-102645,Manufacturing,West,10-49 employees,443000.0,34.5,23,No,38.8,Tier 2 - Warm
PROS-102646,Transportation & Logistics,West,50-249 employees,154000.0,19.3,4,No,25.1,Tier 3 - Nurture
PROS-102647,Hospitality,North,1-9 employees,532000.0,40.4,12,No,25.0,Tier 3 - Nurture
PROS-102648,Education,Central,10-49 employees,1328000.0,72.2,15,Yes,47.9,Tier 2 - Warm
PROS-102649,Construction,South,10-49 employees,678000.0,37.0,20,No,37.5,Tier 2 - Warm
PROS-102650,Wholesale Distribution,Central,1-9 employees,218000.0,26.8,33,Yes,36.0,Tier 2 - Warm
PROS-102651,Wholesale Distribution,East,250-999 employees,137000.0,7.4,1,No,25.4,Tier 3 - Nurture
PROS-102652,Education,South,1000+ employees,7445000.0,60.1,20,Yes,69.4,Tier 1 - Priority
PROS-102653,Construction,North,1-9 employees,1043000.0,3.7,32,Yes,25.8,Tier 3 - Nurture
PROS-102654,Wholesale Distribution,North,1-9 employees,295000.0,13.3,9,Yes,11.6,Tier 3 - Nurture
PROS-102655,Transportation & Logistics,West,1-9 employees,1212000.0,49.6,32,Yes,44.6,Tier 2 - Warm
PROS-102656,Manufacturing,South,1-9 employees,8106000.0,61.2,4,No,27.2,Tier 3 - Nurture
PROS-102657,Professional Services,Central,10-49 employees,1443000.0,38.1,20,Yes,37.9,Tier 2 - Warm
PROS-102658,Technology,South,10-49 employees,34000.0,52.7,39,No,58.9,Tier 2 - Warm
PROS-102659,Retail Trade,Central,10-49 employees,13491000.0,20.2,15,No,26.6,Tier 3 - Nurture
PROS-102660,Healthcare,Central,1-9 employees,95000.0,9.5,25,Yes,22.7,Tier 3 - Nurture
PROS-102661,Hospitality,North,1-9 employees,582000.0,37.4,7,No,19.9,Tier 3 - Nurture
PROS-102662,Retail Trade,West,1000+ employees,210000.0,68.5,17,No,70.5,Tier 1 - Priority
PROS-102663,Healthcare,Central,250-999 employees,323000.0,37.1,3,No,39.1,Tier 2 - Warm
PROS-102664,Professional Services,South,1-9 employees,997000.0,58.4,5,Yes,26.9,Tier 3 - Nurture
PROS-102665,Transportation & Logistics,North,50-249 employees,75000.0,87.3,13,No,60.0,Tier 2 - Warm
PROS-102666,Professional Services,Central,10-49 employees,660000.0,20.6,39,No,45.8,Tier 2 - Warm
PROS-102667,Education,East,50-249 employees,2577000.0,16.7,37,No,50.1,Tier 2 - Warm
PROS-102668,Manufacturing,North,10-49 employees,288000.0,36.8,3,No,24.0,Tier 3 - Nurture
PROS-102669,Education,Central,250-999 employees,158000.0,32.2,3,Yes,37.1,Tier 2 - Warm
PROS-102670,Hospitality,West,1-9 employees,724000.0,40.8,27,Yes,37.0,Tier 2 - Warm
PROS-102671,Wholesale Distribution,North,1-9 employees,503000.0,18.0,38,No,36.4,Tier 2 - Warm
PROS-102672,Wholesale Distribution,South,1000+ employees,379000.0,3.7,20,No,46.3,Tier 2 - Warm
PROS-102673,Retail Trade,North,1-9 employees,197000.0,25.0,21,Yes,25.8,Tier 3 - Nurture
PROS-102674,Education,Central,1-9 employees,1291000.0,33.3,24,Yes,31.6,Tier 3 - Nurture
PROS-102675,Transportation & Logistics,North,50-249 employees,1404000.0,67.6,18,Yes,55.9,Tier 2 - Warm
PROS-102676,Education,West,50-249 employees,226000.0,31.7,30,Yes,50.7,Tier 2 - Warm
PROS-102677,Wholesale Distribution,East,50-249 employees,263000.0,81.3,5,Yes,51.2,Tier 2 - Warm
PROS-102678,Transportation & Logistics,East,50-249 employees,738500.0,61.4,3,Yes,41.5,Tier 2 - Warm
PROS-102679,Construction,Central,50-249 employees,252000.0,47.2,3,Yes,35.7,Tier 2 - Warm
PROS-102680,Retail Trade,Central,1-9 employees,888000.0,59.0,9,Yes,30.3,Tier 3 - Nurture
PROS-102681,Retail Trade,North,10-49 employees,3667000.0,79.7,22,No,56.5,Tier 2 - Warm
PROS-102682,Construction,North,50-249 employees,683000.0,16.6,11,Yes,29.5,Tier 3 - Nurture
PROS-102683,Wholesale Distribution,North,250-999 employees,676000.0,55.1,24,No,63.0,Tier 2 - Warm
PROS-102684,Transportation & Logistics,West,1-9 employees,1123000.0,60.8,1,Yes,24.7,Tier 3 - Nurture
PROS-102685,Healthcare,East,1-9 employees,600000.0,48.1,17,No,32.1,Tier 3 - Nurture
PROS-102686,Professional Services,North,50-249 employees,618000.0,33.1,6,No,32.3,Tier 3 - Nurture
PROS-102687,Transportation & Logistics,South,1-9 employees,1230000.0,60.2,12,Yes,33.1,Tier 2 - Warm
PROS-102688,Technology,East,1-9 employees,1560000.0,44.7,26,No,37.8,Tier 2 - Warm
PROS-102689,Education,West,50-249 employees,758000.0,55.1,1,Yes,37.3,Tier 2 - Warm
PROS-102690,Hospitality,South,10-49 employees,682000.0,42.3,31,Yes,48.3,Tier 2 - Warm
PROS-102691,Technology,Central,1-9 employees,7060000.0,40.3,11,Yes,24.2,Tier 3 - Nurture
PROS-102692,Education,Central,1-9 employees,2732000.0,40.5,34,Yes,42.4,Tier 2 - Warm
PROS-102693,Healthcare,West,1-9 employees,1825000.0,39.2,28,Yes,37.2,Tier 2 - Warm
PROS-102694,Education,East,50-249 employees,843000.0,49.4,36,No,62.7,Tier 2 - Warm
PROS-102695,Construction,Central,10-49 employees,241000.0,37.0,24,Yes,40.6,Tier 2 - Warm
PROS-102696,Retail Trade,West,1-9 employees,2521000.0,12.1,16,No,16.6,Tier 3 - Nurture
PROS-102697,Healthcare,East,10-49 employees,855000.0,52.9,7,Yes,33.7,Tier 2 - Warm
PROS-102698,Retail Trade,East,1-9 employees,387000.0,72.6,3,Yes,31.1,Tier 3 - Nurture
PROS-102699,Retail Trade,Central,1-9 employees,558000.0,46.8,31,Yes,42.6,Tier 2 - Warm
PROS-102700,Wholesale Distribution,East,1-9 employees,252000.0,24.6,26,No,29.6,Tier 3 - Nurture
PROS-102701,Hospitality,North,10-49 employees,2334000.0,50.0,6,No,31.7,Tier 3 - Nurture
PROS-102702,Professional Services,Central,1-9 employees,1546000.0,68.8,4,No,30.3,Tier 3 - Nurture
PROS-102703,Wholesale Distribution,North,1-9 employees,891000.0,3.5,32,Yes,25.7,Tier 3 - Nurture
PROS-102704,Manufacturing,West,10-49 employees,696000.0,21.4,3,No,17.7,Tier 3 - Nurture
PROS-102705,Professional Services,West,10-49 employees,345000.0,22.8,20,Yes,31.7,Tier 3 - Nurture
PROS-102706,Hospitality,East,1-9 employees,70000.0,12.2,13,No,14.3,Tier 3 - Nurture
PROS-102707,Construction,North,1-9 employees,154000.0,52.0,28,Yes,42.4,Tier 2 - Warm
PROS-102708,Hospitality,East,1-9 employees,322000.0,74.2,3,Yes,31.7,Tier 3 - Nurture
PROS-102709,Wholesale Distribution,Central,10-49 employees,273000.0,32.9,4,Yes,23.1,Tier 3 - Nurture
PROS-102710,Manufacturing,South,50-249 employees,1003000.0,12.7,6,No,24.0,Tier 3 - Nurture
PROS-102711,Manufacturing,West,1-9 employees,1781000.0,36.2,29,Yes,36.7,Tier 2 - Warm
PROS-102712,Education,Central,50-249 employees,633000.0,54.2,28,Yes,58.3,Tier 2 - Warm
PROS-102713,Transportation & Logistics,Central,50-249 employees,3436000.0,31.7,29,Yes,49.9,Tier 2 - Warm
PROS-102714,Transportation & Logistics,East,1-9 employees,308000.0,54.5,23,Yes,39.5,Tier 2 - Warm
PROS-102715,Healthcare,South,1-9 employees,724000.0,39.1,7,No,20.5,Tier 3 - Nurture
PROS-102716,Healthcare,West,1-9 employees,690000.0,51.2,9,No,27.1,Tier 3 - Nurture
PROS-102717,Technology,East,1-9 employees,2425000.0,63.6,6,No,29.8,Tier 3 - Nurture
PROS-102718,Transportation & Logistics,West,10-49 employees,820000.0,63.9,5,Yes,36.6,Tier 2 - Warm
PROS-102719,Retail Trade,West,1-9 employees,845000.0,55.9,30,No,45.6,Tier 2 - Warm
PROS-102720,Technology,West,50-249 employees,118000.0,79.0,18,No,60.5,Tier 2 - Warm
PROS-102721,Technology,South,10-49 employees,271000.0,34.1,17,No,33.9,Tier 2 - Warm
PROS-102722,Retail Trade,West,50-249 employees,2435000.0,38.6,6,No,34.6,Tier 2 - Warm
PROS-102723,Construction,East,50-249 employees,74000.0,31.3,26,No,47.4,Tier 2 - Warm
PROS-102724,Hospitality,Central,10-49 employees,3196000.0,30.7,33,Yes,45.1,Tier 2 - Warm
PROS-102725,Technology,West,250-999 employees,1264000.0,71.1,1,No,51.4,Tier 2 - Warm
PROS-102726,Retail Trade,Central,1000+ employees,321000.0,44.2,37,No,76.3,Tier 1 - Priority
PROS-102727,Manufacturing,Central,10-49 employees,292000.0,59.8,8,Yes,37.3,Tier 2 - Warm
PROS-102728,Transportation & Logistics,Central,1-9 employees,5871000.0,36.5,36,No,42.4,Tier 2 - Warm
PROS-102729,Healthcare,West,10-49 employees,3445000.0,59.2,30,Yes,54.4,Tier 2 - Warm
PROS-102730,Education,East,1-9 employees,640000.0,53.6,35,Yes,48.6,Tier 2 - Warm
PROS-102731,Transportation & Logistics,North,10-49 employees,846000.0,18.1,8,No,20.3,Tier 3 - Nurture
PROS-102732,Education,South,10-49 employees,358000.0,66.9,22,No,51.2,Tier 2 - Warm
PROS-102733,Professional Services,East,10-49 employees,846000.0,20.1,4,No,17.9,Tier 3 - Nurture
PROS-102734,Healthcare,West,50-249 employees,348000.0,18.0,18,No,35.6,Tier 2 - Warm
PROS-102735,Retail Trade,East,1-9 employees,669000.0,59.4,7,Yes,28.8,Tier 3 - Nurture
PROS-102736,Transportation & Logistics,East,10-49 employees,5343000.0,34.6,3,Yes,23.1,Tier 3 - Nurture
PROS-102737,Retail Trade,North,1-9 employees,657000.0,44.9,33,Yes,43.4,Tier 2 - Warm
PROS-102738,Healthcare,West,50-249 employees,738500.0,15.7,30,No,44.1,Tier 2 - Warm
PROS-102739,Construction,East,10-49 employees,162000.0,18.8,14,Yes,25.3,Tier 3 - Nurture
PROS-102740,Retail Trade,North,1-9 employees,839000.0,32.6,17,Yes,25.8,Tier 3 - Nurture
PROS-102741,Manufacturing,South,50-249 employees,316000.0,20.0,21,No,38.8,Tier 2 - Warm
PROS-102742,Transportation & Logistics,Central,1-9 employees,957000.0,24.5,24,Yes,28.0,Tier 3 - Nurture
PROS-102743,Education,North,50-249 employees,123000.0,46.8,23,No,51.3,Tier 2 - Warm
PROS-102744,Retail Trade,East,10-49 employees,1559000.0,68.3,12,No,43.9,Tier 2 - Warm
PROS-102745,Healthcare,East,10-49 employees,227000.0,32.2,15,No,31.5,Tier 3 - Nurture
PROS-102746,Professional Services,North,50-249 employees,768000.0,38.2,39,Yes,60.4,Tier 2 - Warm
PROS-102747,Wholesale Distribution,North,250-999 employees,503000.0,61.5,4,Yes,49.8,Tier 2 - Warm
PROS-102748,Healthcare,Central,50-249 employees,4829000.0,35.3,16,Yes,41.1,Tier 2 - Warm
PROS-102749,Education,East,10-49 employees,881000.0,34.0,11,Yes,29.1,Tier 3 - Nurture
PROS-102750,Professional Services,South,50-249 employees,6200000.0,19.3,10,Yes,29.8,Tier 3 - Nurture
PROS-102751,Manufacturing,North,10-49 employees,1352000.0,26.7,7,Yes,23.0,Tier 3 - Nurture
PROS-102752,Transportation & Logistics,East,50-249 employees,3499000.0,54.1,4,No,39.3,Tier 2 - Warm
PROS-102753,Technology,West,50-249 employees,580000.0,35.1,36,Yes,56.8,Tier 2 - Warm
PROS-102754,Education,West,1-9 employees,1067000.0,21.0,34,Yes,34.5,Tier 2 - Warm
PROS-102755,Wholesale Distribution,North,1-9 employees,2787000.0,56.9,29,Yes,45.2,Tier 2 - Warm
PROS-102756,Wholesale Distribution,West,1-9 employees,1974000.0,59.9,37,Yes,52.7,Tier 2 - Warm
PROS-102757,Technology,Central,1-9 employees,1308000.0,63.1,33,No,50.9,Tier 2 - Warm
PROS-102758,Construction,South,10-49 employees,509000.0,28.8,6,Yes,23.1,Tier 3 - Nurture
PROS-102759,Healthcare,North,1-9 employees,613000.0,66.2,32,Yes,51.4,Tier 2 - Warm
PROS-102760,Retail Trade,Central,10-49 employees,2550000.0,32.2,32,No,45.0,Tier 2 - Warm
PROS-102761,Healthcare,East,1-9 employees,3206000.0,33.0,1,No,13.3,Tier 3 - Nurture
PROS-102762,Construction,West,1-9 employees,380000.0,50.1,35,No,47.1,Tier 2 - Warm
PROS-102763,Manufacturing,South,50-249 employees,322000.0,40.25,30,No,54.2,Tier 2 - Warm
PROS-102764,Professional Services,South,10-49 employees,270000.0,36.9,39,No,52.4,Tier 2 - Warm
PROS-102765,Transportation & Logistics,South,10-49 employees,1817000.0,53.7,19,No,43.5,Tier 2 - Warm
PROS-102766,Construction,South,50-249 employees,262000.0,29.5,29,No,49.0,Tier 2 - Warm
PROS-102767,Education,East,1000+ employees,1793000.0,59.9,31,No,78.0,Tier 1 - Priority
PROS-102768,Healthcare,North,10-49 employees,1329000.0,34.4,26,No,41.1,Tier 2 - Warm
PROS-102769,Education,Central,1-9 employees,400000.0,42.0,38,No,46.2,Tier 2 - Warm
PROS-102770,Technology,East,1-9 employees,4074000.0,10.3,6,Yes,8.0,Tier 3 - Nurture
PROS-102771,Manufacturing,Central,1000+ employees,146000.0,47.1,14,No,59.3,Tier 2 - Warm
PROS-102772,Professional Services,East,50-249 employees,4527000.0,4.8,4,Yes,19.2,Tier 3 - Nurture
PROS-102773,Hospitality,South,50-249 employees,738500.0,44.4,24,Yes,51.1,Tier 2 - Warm
PROS-102774,Transportation & Logistics,East,50-249 employees,75000.0,26.9,1,Yes,25.8,Tier 3 - Nurture
PROS-102775,Construction,North,1-9 employees,4202000.0,74.6,12,No,39.0,Tier 2 - Warm
PROS-102776,Transportation & Logistics,Central,10-49 employees,2125000.0,29.4,29,Yes,41.5,Tier 2 - Warm
PROS-102777,Education,West,50-249 employees,455000.0,30.9,35,No,54.3,Tier 2 - Warm
PROS-102778,Construction,North,250-999 employees,252000.0,49.4,9,Yes,48.8,Tier 2 - Warm
PROS-102779,Manufacturing,East,1-9 employees,130000.0,40.5,10,Yes,23.5,Tier 3 - Nurture
PROS-102780,Construction,East,10-49 employees,10397000.0,17.0,2,No,15.1,Tier 3 - Nurture
PROS-102781,Education,South,1-9 employees,264000.0,35.1,14,Yes,24.4,Tier 3 - Nurture
PROS-102782,Hospitality,North,1000+ employees,182000.0,18.3,28,No,58.6,Tier 2 - Warm
PROS-102783,Wholesale Distribution,West,1-9 employees,979000.0,12.7,35,No,31.9,Tier 3 - Nurture
PROS-102784,Education,South,50-249 employees,120000.0,54.8,17,Yes,49.9,Tier 2 - Warm
PROS-102785,Retail Trade,East,1-9 employees,248000.0,57.5,4,Yes,25.7,Tier 3 - Nurture
PROS-102786,Professional Services,South,10-49 employees,2179000.0,28.2,13,Yes,28.3,Tier 3 - Nurture
PROS-102787,Manufacturing,West,50-249 employees,1215000.0,17.1,20,Yes,36.8,Tier 2 - Warm
PROS-102788,Manufacturing,North,1-9 employees,477000.0,34.6,24,No,32.1,Tier 3 - Nurture
PROS-102789,Wholesale Distribution,South,50-249 employees,744000.0,37.2,23,Yes,47.4,Tier 2 - Warm
PROS-102790,Education,East,250-999 employees,448000.0,59.3,32,Yes,71.0,Tier 1 - Priority
PROS-102791,Retail Trade,East,250-999 employees,681000.0,26.5,23,No,50.5,Tier 2 - Warm
PROS-102792,Hospitality,West,1-9 employees,316000.0,22.4,16,No,20.8,Tier 3 - Nurture
PROS-102793,Transportation & Logistics,North,50-249 employees,385000.0,10.8,5,Yes,22.4,Tier 3 - Nurture
PROS-102794,Manufacturing,East,10-49 employees,373000.0,38.4,37,Yes,51.4,Tier 2 - Warm
PROS-102795,Education,West,10-49 employees,328000.0,41.6,2,Yes,25.1,Tier 3 - Nurture
PROS-102796,Wholesale Distribution,South,10-49 employees,2300000.0,25.0,13,Yes,27.0,Tier 3 - Nurture
PROS-102797,Transportation & Logistics,North,10-49 employees,1702000.0,23.0,17,Yes,29.4,Tier 3 - Nurture
PROS-102798,Hospitality,Central,1-9 employees,262000.0,30.7,35,No,39.2,Tier 2 - Warm
PROS-102799,Construction,West,10-49 employees,196000.0,17.5,18,No,27.9,Tier 3 - Nurture
PROS-102800,Hospitality,West,1-9 employees,614000.0,88.3,17,Yes,48.5,Tier 2 - Warm
PROS-102801,Healthcare,West,1-9 employees,7809000.0,54.3,37,Yes,50.4,Tier 2 - Warm
PROS-102802,Education,West,1-9 employees,236000.0,63.7,15,Yes,36.9,Tier 2 - Warm
PROS-102803,Manufacturing,West,1-9 employees,611000.0,31.8,30,No,35.7,Tier 2 - Warm
PROS-102804,Retail Trade,East,50-249 employees,804000.0,7.5,2,No,18.7,Tier 3 - Nurture
PROS-102805,Education,North,10-49 employees,647000.0,65.8,24,No,52.4,Tier 2 - Warm
PROS-102806,Professional Services,East,1-9 employees,441000.0,29.9,29,Yes,34.2,Tier 2 - Warm
PROS-102807,Construction,South,50-249 employees,2599000.0,13.9,9,Yes,26.8,Tier 3 - Nurture
PROS-102808,Hospitality,West,250-999 employees,676000.0,46.8,30,No,64.4,Tier 2 - Warm
PROS-102809,Retail Trade,East,250-999 employees,1849000.0,36.75,36,Yes,65.0,Tier 2 - Warm
PROS-102810,Transportation & Logistics,Central,50-249 employees,1395000.0,6.9,3,Yes,19.2,Tier 3 - Nurture
PROS-102811,Professional Services,East,1000+ employees,1950000.0,37.7,8,No,50.8,Tier 2 - Warm
PROS-102812,Retail Trade,East,10-49 employees,4168000.0,37.2,6,No,26.5,Tier 3 - Nurture
PROS-102813,Education,Central,1000+ employees,3154000.0,41.8,37,Yes,75.3,Tier 1 - Priority
PROS-102814,Retail Trade,East,250-999 employees,9410000.0,23.3,12,No,40.5,Tier 2 - Warm
PROS-102815,Manufacturing,South,1-9 employees,2783000.0,40.25,37,Yes,44.7,Tier 2 - Warm
PROS-102816,Technology,South,250-999 employees,349000.0,19.8,15,No,41.5,Tier 2 - Warm
PROS-102817,Wholesale Distribution,Central,50-249 employees,1852000.0,30.7,39,No,57.4,Tier 2 - Warm
PROS-102818,Retail Trade,West,50-249 employees,1594000.0,38.4,22,No,47.1,Tier 2 - Warm
PROS-102819,Hospitality,North,250-999 employees,6030000.0,41.5,12,Yes,48.0,Tier 2 - Warm
PROS-102820,Transportation & Logistics,East,10-49 employees,252000.0,23.2,20,Yes,31.8,Tier 3 - Nurture
PROS-102821,Wholesale Distribution,South,10-49 employees,749000.0,38.3,6,No,26.9,Tier 3 - Nurture
PROS-102822,Retail Trade,West,10-49 employees,345000.0,26.6,8,Yes,23.7,Tier 3 - Nurture
PROS-102823,Education,North,50-249 employees,1282000.0,71.4,25,Yes,63.0,Tier 2 - Warm
PROS-102824,Technology,West,250-999 employees,576000.0,43.6,30,No,63.0,Tier 2 - Warm
PROS-102825,Wholesale Distribution,West,250-999 employees,1236000.0,19.6,17,No,43.0,Tier 2 - Warm
PROS-102826,Construction,South,50-249 employees,155000.0,38.599999999999994,34,No,56.7,Tier 2 - Warm
PROS-102827,Education,North,1000+ employees,1745000.0,63.4,16,Yes,67.6,Tier 1 - Priority
PROS-102828,Technology,West,1-9 employees,915000.0,39.7,15,Yes,27.1,Tier 3 - Nurture
PROS-102829,Retail Trade,South,1000+ employees,862000.0,31.1,22,Yes,59.1,Tier 2 - Warm
PROS-102830,Education,Central,1-9 employees,6232000.0,46.9,16,No,30.8,Tier 3 - Nurture
PROS-102831,Hospitality,West,10-49 employees,479000.0,27.3,27,No,39.0,Tier 2 - Warm
PROS-102832,Construction,Central,1-9 employees,1063000.0,38.9,36,Yes,43.4,Tier 2 - Warm
PROS-102833,Transportation & Logistics,East,10-49 employees,814000.0,22.9,13,Yes,26.2,Tier 3 - Nurture
PROS-102834,Construction,Central,10-49 employees,907000.0,58.5,20,No,46.2,Tier 2 - Warm
PROS-102835,Transportation & Logistics,North,1-9 employees,8402000.0,8.6,14,Yes,13.6,Tier 3 - Nurture
PROS-102836,Education,South,10-49 employees,782000.0,7.4,24,Yes,28.5,Tier 3 - Nurture
PROS-102837,Wholesale Distribution,North,50-249 employees,391000.0,28.5,24,No,44.6,Tier 2 - Warm
PROS-102838,Professional Services,West,1-9 employees,5712000.0,34.5,18,Yes,27.4,Tier 3 - Nurture
PROS-102839,Education,East,50-249 employees,520000.0,37.6,3,No,31.8,Tier 3 - Nurture
PROS-102840,Healthcare,South,1-9 employees,125000.0,31.6,37,No,41.2,Tier 2 - Warm
PROS-102841,Hospitality,South,1-9 employees,323000.0,23.1,28,No,30.6,Tier 3 - Nurture
PROS-102842,Hospitality,West,1-9 employees,724000.0,30.0,29,Yes,34.2,Tier 2 - Warm
PROS-102843,Healthcare,North,10-49 employees,101000.0,33.849999999999994,32,No,45.6,Tier 2 - Warm
PROS-102844,Healthcare,East,50-249 employees,489000.0,12.4,2,No,20.7,Tier 3 - Nurture
PROS-102845,Healthcare,West,10-49 employees,675000.0,52.5,35,No,55.6,Tier 2 - Warm
PROS-102846,Wholesale Distribution,South,50-249 employees,2673000.0,54.9,4,Yes,39.6,Tier 2 - Warm
PROS-102847,Construction,South,10-49 employees,1458000.0,42.2,30,No,47.5,Tier 2 - Warm
PROS-102848,Professional Services,South,50-249 employees,1386000.0,41.1,38,No,60.8,Tier 2 - Warm
PROS-102849,Construction,East,1000+ employees,705500.0,8.3,20,Yes,48.2,Tier 2 - Warm
PROS-102850,Retail Trade,South,10-49 employees,1931000.0,16.0,28,No,35.2,Tier 2 - Warm
PROS-102851,Construction,South,1-9 employees,3370000.0,25.1,35,Yes,36.9,Tier 2 - Warm
PROS-102852,Retail Trade,East,1-9 employees,1126000.0,27.2,23,Yes,28.3,Tier 3 - Nurture
PROS-102853,Manufacturing,North,10-49 employees,1161000.0,73.8,20,Yes,52.5,Tier 2 - Warm
PROS-102854,Hospitality,East,10-49 employees,181000.0,41.5,32,Yes,48.8,Tier 2 - Warm
PROS-102855,Manufacturing,North,1-9 employees,2327000.0,12.0,31,Yes,28.4,Tier 3 - Nurture
PROS-102856,Transportation & Logistics,North,250-999 employees,5173000.0,34.4,4,No,38.8,Tier 2 - Warm
PROS-102857,Hospitality,South,1000+ employees,1041000.0,40.9,3,Yes,48.1,Tier 2 - Warm
PROS-102858,Hospitality,South,1-9 employees,379000.0,2.4,28,Yes,22.1,Tier 3 - Nurture
PROS-102859,Healthcare,North,1-9 employees,610000.0,52.4,28,Yes,42.6,Tier 2 - Warm
PROS-102860,Retail Trade,Central,1-9 employees,459000.0,29.7,32,No,36.4,Tier 2 - Warm
PROS-102861,Education,South,10-49 employees,491000.0,42.6,4,Yes,27.1,Tier 3 - Nurture
PROS-102862,Wholesale Distribution,Central,250-999 employees,1488000.0,87.8,7,No,62.9,Tier 2 - Warm
PROS-102863,Technology,Central,10-49 employees,992000.0,43.8,2,No,26.0,Tier 3 - Nurture
PROS-102864,Manufacturing,Central,1-9 employees,2201000.0,36.2,12,No,23.3,Tier 3 - Nurture
PROS-102865,Manufacturing,Central,10-49 employees,1097000.0,13.4,20,No,27.8,Tier 3 - Nurture
PROS-102866,Construction,North,1-9 employees,724000.0,75.4,15,No,41.7,Tier 2 - Warm
PROS-102867,Retail Trade,South,10-49 employees,421000.0,18.6,5,No,18.1,Tier 3 - Nurture
