customer_id,acquisition_date,variant,week4_active_rate,dispute_rate_30d,cohort_month
CUST-200929,2025-04-18,control,0.459,0.076,2025-04
CUST-200930,2025-06-10,treatment,0.485,0.062,2025-06
CUST-200931,2026-01-25,treatment,0.39,0.035,2026-01
CUST-200932,2025-08-14,control,0.482,0.067,2025-08
CUST-200933,2026-01-24,control,0.386,0.048,2026-01
CUST-200934,2025-10-17,treatment,0.422,0.0,2025-10
CUST-200935,2025-04-26,treatment,0.528,0.009,2025-04
CUST-200936,2025-08-13,treatment,0.552,0.01,2025-08
CUST-200937,2025-05-15,control,0.299,0.067,2025-05
CUST-200938,2025-03-28,treatment,0.367,0.042,2025-03
CUST-200939,2025-08-02,control,0.334,0.063,2025-08
CUST-200940,2025-12-06,control,0.448,0.065,2025-12
CUST-200941,2025-11-12,treatment,0.574,0.049,2025-11
CUST-200942,2025-04-16,control,0.334,0.056,2025-04
CUST-200943,2025-04-14,control,0.366,0.079,2025-04
CUST-200944,2025-12-10,treatment,0.36,0.02,2025-12
CUST-200945,2025-09-10,treatment,0.535,0.043,2025-09
CUST-200946,2025-07-18,control,0.365,0.07,2025-07
CUST-200947,2025-11-26,treatment,0.517,0.059,2025-11
CUST-200948,2025-01-17,control,0.398,0.038,2025-01
CUST-200949,2025-10-29,control,0.426,0.04,2025-10
CUST-200950,2025-07-11,control,0.254,0.032,2025-07
CUST-200951,2025-07-14,control,0.404,0.039,2025-07
CUST-200952,2025-09-19,control,0.438,0.069,2025-09
CUST-200953,2025-04-01,treatment,0.373,0.065,2025-04
CUST-200954,2025-12-18,control,0.512,0.052,2025-12
CUST-200955,2025-02-03,control,0.494,0.053,2025-02
CUST-200956,2025-08-21,control,0.499,0.036,2025-08
CUST-200957,2025-07-10,treatment,0.543,0.068,2025-07
CUST-200958,2026-02-01,treatment,0.533,0.0,2026-02
CUST-200959,2025-09-18,treatment,0.705,0.076,2025-09
CUST-200960,2025-06-02,control,0.317,0.088,2025-06
CUST-200961,2025-06-18,control,0.51,0.05,2025-06
CUST-200962,2025-04-09,treatment,0.47,0.059,2025-04
CUST-200963,2025-01-21,treatment,0.356,0.071,2025-01
CUST-200964,2025-06-27,treatment,0.533,0.033,2025-06
CUST-200965,2025-01-09,treatment,0.566,0.032,2025-01
CUST-200966,2025-09-21,treatment,0.613,0.074,2025-09
CUST-200967,2025-12-27,treatment,0.557,0.029,2025-12
CUST-200968,2025-02-07,treatment,0.558,0.04,2025-02
CUST-200969,2026-01-24,treatment,0.546,0.06,2026-01
CUST-200970,2025-02-06,control,0.326,0.07,2025-02
CUST-200971,2025-07-10,treatment,0.502,0.043,2025-07
CUST-200972,2025-09-07,treatment,0.53,0.066,2025-09
CUST-200973,2025-09-14,treatment,0.465,0.031,2025-09
CUST-200974,2025-06-03,control,0.398,0.059,2025-06
CUST-200975,2025-01-18,treatment,0.349,0.078,2025-01
CUST-200976,2025-11-10,control,0.449,0.11,2025-11
CUST-200977,2025-07-05,treatment,0.586,0.037,2025-07
CUST-200978,2025-04-16,treatment,0.501,0.069,2025-04
CUST-200979,2025-06-30,treatment,0.553,0.028,2025-06
CUST-200980,2025-06-23,treatment,0.531,0.049,2025-06
CUST-200981,2025-08-27,control,0.499,0.054,2025-08
CUST-200982,2025-07-26,treatment,0.672,0.032,2025-07
CUST-200983,2025-08-28,control,0.39,0.081,2025-08
CUST-200984,2026-01-12,treatment,0.597,0.033,2026-01
CUST-200985,2026-01-04,treatment,0.407,0.051,2026-01
CUST-200986,2025-01-03,control,0.377,0.101,2025-01
CUST-200987,2025-09-15,control,0.317,0.049,2025-09
CUST-200988,2025-03-28,control,0.487,0.076,2025-03
CUST-200989,2025-01-28,treatment,0.511,0.035,2025-01
CUST-200990,2025-02-06,control,0.306,0.058,2025-02
CUST-200991,2025-09-13,control,0.509,0.086,2025-09
CUST-200992,2026-02-01,treatment,0.376,0.033,2026-02
CUST-200993,2025-11-09,treatment,0.569,0.048,2025-11
CUST-200994,2025-02-22,control,0.438,0.066,2025-02
CUST-200995,2025-03-26,control,0.232,0.046,2025-03
CUST-200996,2025-11-26,treatment,0.46,0.035,2025-11
CUST-200997,2025-08-31,treatment,0.485,0.076,2025-08
CUST-200998,2025-07-28,treatment,0.431,0.066,2025-07
CUST-200999,2025-03-15,treatment,0.561,0.078,2025-03
CUST-201000,2025-11-09,treatment,0.514,0.036,2025-11
CUST-201001,2025-11-30,treatment,0.58,0.061,2025-11
CUST-201002,2025-05-01,treatment,0.447,0.093,2025-05
CUST-201003,2026-02-04,treatment,0.502,0.067,2026-02
CUST-201004,2025-07-10,treatment,0.457,0.04,2025-07
CUST-201005,2025-01-16,treatment,0.629,0.054,2025-01
CUST-201006,2026-01-27,treatment,0.545,0.03,2026-01
CUST-201007,2025-03-19,treatment,0.422,0.046,2025-03
CUST-201008,2025-02-08,control,0.48,0.08,2025-02
CUST-201009,2025-07-01,control,0.426,0.07,2025-07
CUST-201010,2025-09-06,control,0.475,0.052,2025-09
CUST-201011,2025-09-09,treatment,0.41,0.047,2025-09
CUST-201012,2026-01-19,treatment,0.315,0.079,2026-01
CUST-201013,2025-07-04,control,0.423,0.047,2025-07
CUST-201014,2025-02-20,control,0.351,0.075,2025-02
CUST-201015,2025-07-01,control,0.469,0.099,2025-07
CUST-201016,2025-12-03,treatment,0.584,0.06,2025-12
CUST-201017,2025-01-05,control,0.339,0.049,2025-01
CUST-201018,2025-04-21,control,0.548,0.077,2025-04
CUST-201019,2025-09-28,control,0.437,0.021,2025-09
CUST-201020,2025-03-22,control,0.38,0.062,2025-03
CUST-201021,2025-07-14,treatment,0.565,0.028,2025-07
CUST-201022,2025-03-08,treatment,0.526,0.043,2025-03
CUST-201023,2025-02-20,control,0.399,0.018,2025-02
CUST-201024,2025-10-22,control,0.309,0.082,2025-10
CUST-201025,2025-11-08,control,0.317,0.033,2025-11
CUST-201026,2025-01-15,treatment,0.499,0.048,2025-01
CUST-201027,2025-08-03,treatment,0.567,0.051,2025-08
CUST-201028,2025-06-18,treatment,0.307,0.055,2025-06
CUST-201029,2025-05-28,treatment,0.51,0.019,2025-05
CUST-201030,2025-10-06,control,0.398,0.057,2025-10
CUST-201031,2025-09-13,control,0.496,0.06,2025-09
CUST-201032,2025-02-25,treatment,0.282,0.041,2025-02
CUST-201033,2026-01-24,treatment,0.585,0.051,2026-01
CUST-201034,2025-03-31,treatment,0.435,0.083,2025-03
CUST-201035,2025-08-07,control,0.435,0.048,2025-08
CUST-201036,2025-03-02,control,0.639,0.044,2025-03
CUST-201037,2025-08-29,control,0.551,0.086,2025-08
CUST-201038,2025-01-11,control,0.433,0.094,2025-01
CUST-201039,2025-04-18,control,0.279,0.095,2025-04
CUST-201040,2025-07-02,control,0.363,0.058,2025-07
CUST-201041,2025-02-09,control,0.512,0.058,2025-02
CUST-201042,2025-07-18,control,0.385,0.046,2025-07
CUST-201043,2025-08-21,treatment,0.423,0.037,2025-08
CUST-201044,2026-01-14,treatment,0.534,0.038,2026-01
CUST-201045,2025-05-30,treatment,0.436,0.058,2025-05
CUST-201046,2025-10-19,control,0.521,0.054,2025-10
CUST-201047,2025-04-16,treatment,0.414,0.036,2025-04
CUST-201048,2026-01-24,control,0.348,0.031,2026-01
CUST-201049,2026-01-21,control,0.459,0.092,2026-01
CUST-201050,2025-10-30,treatment,0.552,0.047,2025-10
CUST-201051,2025-03-27,treatment,0.518,0.051,2025-03
CUST-201052,2026-01-27,treatment,0.519,0.004,2026-01
CUST-201053,2025-06-09,control,0.595,0.036,2025-06
CUST-201054,2025-04-10,control,0.35,0.071,2025-04
CUST-201055,2025-06-10,control,0.39,0.03,2025-06
CUST-201056,2025-03-09,control,0.534,0.044,2025-03
CUST-201057,2025-05-24,control,0.37,0.058,2025-05
CUST-201058,2025-06-06,control,0.507,0.029,2025-06
CUST-201059,2026-02-03,control,0.446,0.076,2026-02
CUST-201060,2025-07-16,control,0.283,0.059,2025-07
CUST-201061,2025-10-24,treatment,0.449,0.039,2025-10
CUST-201062,2025-11-26,control,0.422,0.06,2025-11
CUST-201063,2026-01-13,control,0.279,0.052,2026-01
CUST-201064,2025-08-05,control,0.423,0.087,2025-08
CUST-201065,2025-08-22,control,0.346,0.077,2025-08
CUST-201066,2026-01-16,treatment,0.406,0.09,2026-01
CUST-201067,2025-09-30,treatment,0.912,0.052,2025-09
CUST-201068,2025-04-26,treatment,0.621,0.106,2025-04
CUST-201069,2025-08-26,control,0.5,0.044,2025-08
CUST-201070,2025-08-20,control,0.291,0.085,2025-08
CUST-201071,2025-08-23,treatment,0.404,0.042,2025-08
CUST-201072,2025-09-18,control,0.469,0.063,2025-09
CUST-201073,2025-06-22,control,0.212,0.063,2025-06
CUST-201074,2025-03-04,treatment,0.434,0.048,2025-03
CUST-201075,2025-05-26,control,0.341,0.062,2025-05
CUST-201076,2025-11-11,treatment,0.492,0.011,2025-11
CUST-201077,2026-02-04,control,0.506,0.055,2026-02
CUST-201078,2025-09-13,treatment,0.611,0.051,2025-09
CUST-201079,2025-11-08,control,0.467,0.063,2025-11
CUST-201080,2025-03-18,treatment,0.313,0.066,2025-03
CUST-201081,2025-11-10,treatment,0.432,0.046,2025-11
CUST-201082,2025-06-15,control,0.513,0.048,2025-06
CUST-201083,2025-10-09,control,0.476,0.082,2025-10
CUST-201084,2025-09-14,treatment,0.563,0.071,2025-09
CUST-201085,2025-11-01,treatment,0.392,0.055,2025-11
CUST-201086,2025-10-21,control,0.38,0.056,2025-10
CUST-201087,2025-09-16,control,0.516,0.053,2025-09
CUST-201088,2025-06-16,control,0.487,0.046,2025-06
CUST-201089,2025-11-22,control,0.487,0.037,2025-11
CUST-201090,2025-10-16,treatment,0.575,0.068,2025-10
CUST-201091,2025-02-25,treatment,0.475,0.067,2025-02
CUST-201092,2025-04-15,treatment,0.562,0.049,2025-04
CUST-201093,2025-04-18,treatment,0.542,0.026,2025-04
CUST-201094,2025-05-03,treatment,0.496,0.027,2025-05
CUST-201095,2025-10-09,control,0.363,0.068,2025-10
CUST-201096,2025-01-05,treatment,0.517,0.071,2025-01
CUST-201097,2025-04-15,treatment,0.53,0.023,2025-04
CUST-201098,2025-07-15,treatment,0.525,0.056,2025-07
CUST-201099,2025-03-13,treatment,0.49,0.07,2025-03
CUST-201100,2025-03-17,control,0.371,0.074,2025-03
CUST-201101,2025-06-22,treatment,0.534,0.028,2025-06
CUST-201102,2025-08-29,treatment,0.512,0.023,2025-08
CUST-201103,2025-05-14,control,0.45,0.056,2025-05
CUST-201104,2026-01-22,treatment,0.348,0.085,2026-01
CUST-201105,2025-06-17,treatment,0.393,0.059,2025-06
CUST-201106,2026-02-04,control,0.342,0.056,2026-02
CUST-201107,2025-08-14,treatment,0.398,0.074,2025-08
CUST-201108,2025-05-30,treatment,0.568,0.039,2025-05
CUST-201109,2025-02-15,treatment,0.497,0.042,2025-02
CUST-201110,2025-10-21,control,0.36,0.055,2025-10
CUST-201111,2025-08-04,treatment,0.441,0.029,2025-08
CUST-201112,2026-01-20,treatment,0.395,0.032,2026-01
CUST-201113,2026-01-22,control,0.266,0.029,2026-01
CUST-201114,2025-07-29,treatment,0.533,0.038,2025-07
CUST-201115,2025-04-09,control,0.614,0.123,2025-04
CUST-201116,2025-05-14,control,0.48,0.076,2025-05
CUST-201117,2025-01-29,control,0.419,0.054,2025-01
CUST-201118,2025-03-04,treatment,0.413,0.044,2025-03
CUST-201119,2025-06-15,treatment,0.484,0.027,2025-06
CUST-201120,2025-03-12,control,0.247,0.085,2025-03
CUST-201121,2025-12-09,treatment,0.523,0.028,2025-12
CUST-201122,2025-12-08,control,0.39,0.062,2025-12
CUST-201123,2025-03-12,control,0.294,0.055,2025-03
CUST-201124,2025-04-14,control,0.276,0.063,2025-04
CUST-201125,2025-11-27,control,0.452,0.034,2025-11
CUST-201126,2025-04-19,control,0.295,0.067,2025-04
CUST-201127,2025-04-15,treatment,0.673,0.019,2025-04
CUST-201128,2025-10-26,control,0.288,0.06,2025-10
CUST-201129,2025-06-10,control,0.481,0.087,2025-06
CUST-201130,2025-12-01,treatment,0.395,0.059,2025-12
CUST-201131,2025-07-31,control,0.449,0.063,2025-07
CUST-201132,2025-03-25,treatment,0.511,0.007,2025-03
CUST-201133,2025-03-03,treatment,0.502,0.085,2025-03
CUST-201134,2025-10-03,treatment,0.504,0.072,2025-10
CUST-201135,2025-06-29,control,0.344,0.054,2025-06
CUST-201136,2025-06-28,treatment,0.566,0.066,2025-06
CUST-201137,2025-09-30,treatment,0.563,0.072,2025-09
CUST-201138,2025-04-21,control,0.337,0.069,2025-04
CUST-201139,2026-02-04,treatment,0.4,0.064,2026-02
CUST-201140,2025-07-28,treatment,0.465,0.051,2025-07
CUST-201141,2025-12-11,treatment,0.563,0.038,2025-12
CUST-201142,2025-11-07,control,0.347,0.046,2025-11
CUST-201143,2025-09-01,treatment,0.47,0.049,2025-09
CUST-201144,2025-02-09,treatment,0.626,0.05,2025-02
CUST-201145,2025-10-22,treatment,0.552,0.084,2025-10
CUST-201146,2025-01-29,control,0.374,0.057,2025-01
CUST-201147,2025-10-22,treatment,0.587,0.085,2025-10
CUST-201148,2025-12-31,control,0.358,0.039,2025-12
CUST-201149,2025-08-02,treatment,0.346,0.088,2025-08
CUST-201150,2026-01-21,treatment,0.358,0.069,2026-01
CUST-201151,2025-09-08,treatment,0.496,0.011,2025-09
CUST-201152,2025-07-31,control,0.371,0.048,2025-07
CUST-201153,2025-08-01,control,0.383,0.047,2025-08
CUST-201154,2025-02-27,treatment,0.446,0.027,2025-02
CUST-201155,2025-01-27,control,0.372,0.077,2025-01
CUST-201156,2025-02-01,treatment,0.376,0.058,2025-02
CUST-201157,2025-12-25,control,0.461,0.067,2025-12
CUST-201158,2025-03-04,control,0.394,0.005,2025-03
CUST-201159,2025-09-12,control,0.49,0.042,2025-09
CUST-201160,2025-04-24,control,0.432,0.056,2025-04
CUST-201161,2025-06-03,control,0.365,0.114,2025-06
CUST-201162,2025-10-01,treatment,0.518,0.047,2025-10
CUST-201163,2025-12-15,control,0.428,0.058,2025-12
CUST-201164,2025-02-14,control,0.319,0.064,2025-02
CUST-201165,2025-07-29,control,0.431,0.092,2025-07
CUST-201166,2025-02-24,control,0.457,0.078,2025-02
CUST-201167,2025-03-22,control,0.216,0.081,2025-03
CUST-201168,2025-10-13,control,0.331,0.071,2025-10
CUST-201169,2025-01-12,treatment,0.574,0.034,2025-01
CUST-201170,2025-04-13,control,0.442,0.094,2025-04
CUST-201171,2025-08-12,treatment,0.509,0.01,2025-08
CUST-201172,2025-03-28,treatment,0.5,0.055,2025-03
CUST-201173,2025-06-04,control,0.406,0.025,2025-06
CUST-201174,2025-08-22,treatment,0.62,0.091,2025-08
CUST-201175,2025-12-27,control,0.306,0.055,2025-12
CUST-201176,2025-02-01,control,0.493,0.042,2025-02
CUST-201177,2025-07-23,control,0.439,0.072,2025-07
CUST-201178,2025-09-09,treatment,0.621,0.022,2025-09
CUST-201179,2025-07-11,treatment,0.559,0.045,2025-07
CUST-201180,2025-01-08,control,0.448,0.067,2025-01
CUST-201181,2025-11-01,control,0.407,0.058,2025-11
CUST-201182,2025-04-04,control,0.405,0.07,2025-04
CUST-201183,2025-02-09,control,0.546,0.071,2025-02
CUST-201184,2025-06-30,treatment,0.41,0.055,2025-06
CUST-201185,2025-03-18,control,0.347,0.091,2025-03
CUST-201186,2025-09-10,treatment,0.632,0.032,2025-09
CUST-201187,2025-08-04,control,0.462,0.055,2025-08
CUST-201188,2025-03-23,control,0.575,0.075,2025-03
CUST-201189,2026-01-03,control,0.367,0.039,2026-01
CUST-201190,2025-12-18,control,0.421,0.008,2025-12
CUST-201191,2025-05-06,treatment,0.646,0.056,2025-05
CUST-201192,2026-01-03,control,0.451,0.085,2026-01
CUST-201193,2025-05-11,treatment,0.616,0.045,2025-05
CUST-201194,2025-07-12,control,0.363,0.057,2025-07
CUST-201195,2025-08-15,control,0.46,0.049,2025-08
CUST-201196,2025-04-19,control,0.292,0.048,2025-04
CUST-201197,2025-08-29,treatment,0.59,0.074,2025-08
CUST-201198,2025-02-14,control,0.438,0.107,2025-02
CUST-201199,2025-08-31,control,0.463,0.074,2025-08
CUST-201200,2026-01-11,treatment,0.406,0.039,2026-01
CUST-201201,2025-05-10,control,0.444,0.07,2025-05
CUST-201202,2025-02-23,treatment,0.553,0.058,2025-02
CUST-201203,2025-08-20,control,0.332,0.056,2025-08
CUST-201204,2025-04-30,treatment,0.669,0.043,2025-04
CUST-201205,2025-10-25,control,0.45,0.041,2025-10
CUST-201206,2025-05-12,control,0.359,0.052,2025-05
CUST-201207,2025-01-26,control,0.368,0.033,2025-01
CUST-201208,2025-04-18,control,0.459,0.076,2025-04
CUST-201209,2025-11-27,treatment,0.51,0.07,2025-11
CUST-201210,2025-01-01,control,0.49,0.053,2025-01
CUST-201211,2025-12-21,treatment,0.545,0.08,2025-12
CUST-201212,2025-03-24,control,0.541,0.079,2025-03
CUST-201213,2025-04-20,treatment,0.557,0.09,2025-04
CUST-201214,2025-10-27,treatment,0.591,0.065,2025-10
CUST-201215,2026-01-09,treatment,0.55,0.044,2026-01
CUST-201216,2025-03-24,treatment,0.359,0.015,2025-03
CUST-201217,2025-12-31,treatment,0.568,0.058,2025-12
CUST-201218,2025-11-02,treatment,0.359,0.028,2025-11
CUST-201219,2025-01-11,control,0.417,0.039,2025-01
CUST-201220,2025-06-16,control,0.451,0.083,2025-06
CUST-201221,2025-04-12,control,0.361,0.081,2025-04
CUST-201222,2025-02-02,treatment,0.407,0.07,2025-02
CUST-201223,2026-01-05,control,0.517,0.085,2026-01
CUST-201224,2025-11-27,treatment,0.4,0.054,2025-11
CUST-201225,2025-12-16,treatment,0.647,0.019,2025-12
CUST-201226,2025-09-12,treatment,0.56,0.015,2025-09
CUST-201227,2025-10-19,control,0.284,0.076,2025-10
CUST-201228,2025-09-02,control,0.209,0.052,2025-09
CUST-201229,2025-01-19,treatment,0.451,0.044,2025-01
CUST-201230,2025-03-02,treatment,0.458,0.059,2025-03
CUST-201231,2025-12-22,treatment,0.468,0.034,2025-12
CUST-201232,2025-09-07,control,0.385,0.035,2025-09
CUST-201233,2025-05-10,control,0.469,0.039,2025-05
CUST-201234,2025-11-15,control,0.346,0.074,2025-11
CUST-201235,2025-07-31,control,0.411,0.037,2025-07
CUST-201236,2026-02-03,treatment,0.457,0.0,2026-02
CUST-201237,2025-07-19,treatment,0.48,0.067,2025-07
CUST-201238,2025-09-26,control,0.454,0.073,2025-09
CUST-201239,2026-01-29,treatment,0.535,0.059,2026-01
CUST-201240,2025-06-22,control,0.477,0.031,2025-06
CUST-201241,2026-01-07,treatment,0.55,0.096,2026-01
CUST-201242,2025-11-24,control,0.303,0.047,2025-11
CUST-201243,2025-01-15,control,0.455,0.063,2025-01
CUST-201244,2025-01-21,control,0.366,0.054,2025-01
CUST-201245,2025-02-06,treatment,0.547,0.045,2025-02
CUST-201246,2025-06-17,treatment,0.521,0.051,2025-06
CUST-201247,2025-11-21,control,0.354,0.071,2025-11
CUST-201248,2025-10-20,control,0.43,0.028,2025-10
CUST-201249,2025-10-23,control,0.414,0.063,2025-10
CUST-201250,2025-05-24,treatment,0.579,0.024,2025-05
CUST-201251,2025-01-18,control,0.454,0.018,2025-01
CUST-201252,2025-01-24,control,0.474,0.011,2025-01
CUST-201253,2025-02-25,control,0.448,0.067,2025-02
CUST-201254,2025-02-14,control,0.269,0.059,2025-02
CUST-201255,2026-01-14,control,0.476,0.072,2026-01
CUST-201256,2025-03-08,control,0.439,0.069,2025-03
CUST-201257,2025-05-08,control,0.609,0.066,2025-05
CUST-201258,2025-11-29,control,0.474,0.043,2025-11
CUST-201259,2025-03-25,treatment,0.631,0.062,2025-03
CUST-201260,2025-10-16,treatment,0.561,0.017,2025-10
CUST-201261,2025-07-06,control,0.432,0.05,2025-07
CUST-201262,2025-11-02,control,0.359,0.06,2025-11
CUST-201263,2025-05-01,treatment,0.504,0.065,2025-05
CUST-201264,2025-12-30,treatment,0.544,0.06,2025-12
CUST-201265,2025-10-20,control,0.389,0.07,2025-10
CUST-201266,2025-05-02,control,0.242,0.096,2025-05
CUST-201267,2025-09-24,control,0.346,0.101,2025-09
CUST-201268,2025-10-25,treatment,0.505,0.058,2025-10
CUST-201269,2026-01-30,treatment,0.68,0.073,2026-01
CUST-201270,2025-05-26,control,0.382,0.062,2025-05
CUST-201271,2026-01-26,control,0.625,0.062,2026-01
CUST-201272,2025-11-11,control,0.424,0.052,2025-11
CUST-201273,2025-06-24,control,0.399,0.048,2025-06
CUST-201274,2025-10-06,treatment,0.488,0.073,2025-10
CUST-201275,2025-08-15,treatment,0.545,0.069,2025-08
CUST-201276,2026-01-31,treatment,0.477,0.043,2026-01
CUST-201277,2025-01-25,control,0.415,0.056,2025-01
CUST-201278,2025-10-30,control,0.33,0.053,2025-10
CUST-201279,2025-11-30,control,0.318,0.058,2025-11
CUST-201280,2025-01-03,treatment,0.543,0.029,2025-01
CUST-201281,2025-07-23,control,0.275,0.067,2025-07
CUST-201282,2025-10-07,treatment,0.459,0.028,2025-10
CUST-201283,2025-12-06,treatment,0.538,0.047,2025-12
CUST-201284,2025-02-10,control,0.376,0.068,2025-02
CUST-201285,2025-04-22,control,0.381,0.08,2025-04
CUST-201286,2025-08-07,control,0.526,0.03,2025-08
CUST-201287,2025-09-15,treatment,0.581,0.044,2025-09
CUST-201288,2025-03-04,control,0.521,0.023,2025-03
CUST-201289,2025-11-26,control,0.351,0.047,2025-11
CUST-201290,2025-07-17,treatment,0.56,0.071,2025-07
CUST-201291,2025-06-10,treatment,0.542,0.044,2025-06
CUST-201292,2025-11-14,control,0.279,0.044,2025-11
CUST-201293,2025-07-25,treatment,0.421,0.04,2025-07
CUST-201294,2025-04-26,control,0.6,0.058,2025-04
CUST-201295,2025-06-24,control,0.367,0.079,2025-06
CUST-201296,2025-03-03,control,0.505,0.069,2025-03
CUST-201297,2025-12-04,treatment,0.522,0.046,2025-12
CUST-201298,2025-05-06,control,0.317,0.081,2025-05
CUST-201299,2025-05-20,control,0.557,0.038,2025-05
CUST-201300,2025-03-11,control,0.456,0.05,2025-03
CUST-201301,2025-05-30,control,0.398,0.019,2025-05
CUST-201302,2025-03-15,treatment,0.615,0.1,2025-03
CUST-201303,2025-01-19,control,0.299,0.039,2025-01
CUST-201304,2025-10-06,treatment,0.454,0.03,2025-10
CUST-201305,2025-05-31,treatment,0.581,0.007,2025-05
CUST-201306,2025-10-09,treatment,0.575,0.071,2025-10
CUST-201307,2025-03-31,treatment,0.586,0.034,2025-03
CUST-201308,2025-07-31,control,0.47,0.065,2025-07
CUST-201309,2025-03-25,treatment,0.488,0.046,2025-03
CUST-201310,2025-04-11,control,0.341,0.066,2025-04
CUST-201311,2026-01-23,control,0.358,0.048,2026-01
CUST-201312,2025-07-31,treatment,0.589,0.085,2025-07
CUST-201313,2025-01-03,control,0.347,0.056,2025-01
CUST-201314,2026-01-15,control,0.293,0.073,2026-01
CUST-201315,2025-11-25,treatment,0.622,0.041,2025-11
CUST-201316,2025-06-03,control,0.689,0.053,2025-06
CUST-201317,2025-04-07,treatment,0.528,0.04,2025-04
CUST-201318,2025-06-19,control,0.336,0.081,2025-06
CUST-201319,2025-11-06,treatment,0.585,0.029,2025-11
CUST-201320,2025-07-17,control,0.385,0.027,2025-07
CUST-201321,2025-03-11,treatment,0.493,0.057,2025-03
CUST-201322,2025-03-13,treatment,0.325,0.041,2025-03
CUST-201323,2026-02-02,control,0.287,0.047,2026-02
CUST-201324,2025-04-08,treatment,0.498,0.011,2025-04
CUST-201325,2025-08-20,treatment,0.433,0.066,2025-08
CUST-201326,2025-10-04,treatment,0.396,0.086,2025-10
CUST-201327,2025-03-03,control,0.455,0.014,2025-03
CUST-201328,2025-03-06,control,0.398,0.052,2025-03
CUST-201329,2025-05-05,control,0.402,0.067,2025-05
CUST-201330,2025-08-30,control,0.494,0.06,2025-08
CUST-201331,2025-12-05,treatment,0.496,0.045,2025-12
CUST-201332,2025-06-04,control,0.342,0.056,2025-06
CUST-201333,2025-04-25,control,0.49,0.066,2025-04
CUST-201334,2025-05-03,treatment,0.494,0.065,2025-05
CUST-201335,2025-11-06,treatment,0.49,0.04,2025-11
CUST-201336,2025-08-08,treatment,0.568,0.024,2025-08
CUST-201337,2025-09-05,treatment,0.463,0.052,2025-09
CUST-201338,2025-04-01,treatment,0.481,0.037,2025-04
CUST-201339,2025-09-14,treatment,0.474,0.077,2025-09
CUST-201340,2025-05-04,treatment,0.646,0.065,2025-05
CUST-201341,2025-12-21,control,0.535,0.032,2025-12
CUST-201342,2025-07-29,control,0.39,0.031,2025-07
CUST-201343,2025-03-04,control,0.526,0.045,2025-03
CUST-201344,2025-09-20,treatment,0.464,0.06,2025-09
CUST-201345,2025-01-11,treatment,0.586,0.088,2025-01
CUST-201346,2025-12-01,treatment,0.515,0.031,2025-12
CUST-201347,2025-06-12,control,0.53,0.051,2025-06
CUST-201348,2025-11-26,treatment,0.646,0.018,2025-11
CUST-201349,2026-01-11,treatment,0.456,0.034,2026-01
CUST-201350,2025-07-19,control,0.478,0.08,2025-07
CUST-201351,2025-02-14,control,0.585,0.038,2025-02
CUST-201352,2025-01-30,control,0.534,0.047,2025-01
CUST-201353,2025-05-08,control,0.41,0.046,2025-05
CUST-201354,2025-03-17,control,0.329,0.056,2025-03
CUST-201355,2025-10-13,treatment,0.58,0.02,2025-10
CUST-201356,2025-01-01,control,0.354,0.063,2025-01
CUST-201357,2025-10-13,control,0.383,0.063,2025-10
CUST-201358,2025-03-16,control,0.418,0.044,2025-03
CUST-201359,2025-02-20,treatment,0.427,0.055,2025-02
CUST-201360,2025-01-13,treatment,0.658,0.013,2025-01
CUST-201361,2025-11-19,treatment,0.512,0.024,2025-11
CUST-201362,2025-10-13,treatment,0.456,0.073,2025-10
CUST-201363,2025-12-25,control,0.531,0.041,2025-12
CUST-201364,2025-08-07,control,0.408,0.078,2025-08
CUST-201365,2025-08-27,treatment,0.479,0.041,2025-08
CUST-201366,2025-01-15,control,0.381,0.071,2025-01
CUST-201367,2025-01-09,treatment,0.551,0.076,2025-01
CUST-201368,2025-09-05,control,0.499,0.032,2025-09
CUST-201369,2025-07-24,treatment,0.691,0.051,2025-07
CUST-201370,2025-11-22,treatment,0.661,0.037,2025-11
CUST-201371,2025-08-09,treatment,0.507,0.041,2025-08
CUST-201372,2025-01-12,treatment,0.607,0.044,2025-01
CUST-201373,2025-09-16,control,0.5,0.04,2025-09
CUST-201374,2025-02-20,control,0.43,0.042,2025-02
CUST-201375,2025-12-21,treatment,0.454,0.041,2025-12
CUST-201376,2025-07-08,treatment,0.469,0.027,2025-07
CUST-201377,2025-06-26,control,0.44,0.056,2025-06
CUST-201378,2025-01-17,control,0.454,0.076,2025-01
CUST-201379,2025-05-03,treatment,0.568,0.041,2025-05
CUST-201380,2025-01-09,control,0.224,0.064,2025-01
CUST-201381,2025-02-13,control,0.435,0.061,2025-02
CUST-201382,2025-08-21,control,0.515,0.052,2025-08
CUST-201383,2025-07-14,treatment,0.565,0.087,2025-07
CUST-201384,2025-08-14,control,0.312,0.068,2025-08
CUST-201385,2025-11-19,treatment,0.548,0.039,2025-11
CUST-201386,2025-11-19,treatment,0.561,0.051,2025-11
CUST-201387,2025-12-19,treatment,0.466,0.044,2025-12
CUST-201388,2025-02-01,control,0.427,0.065,2025-02
CUST-201389,2025-01-30,control,0.484,0.075,2025-01
CUST-201390,2025-12-25,treatment,0.322,0.052,2025-12
CUST-201391,2025-12-15,control,0.459,0.042,2025-12
CUST-201392,2025-01-08,treatment,0.57,0.064,2025-01
CUST-201393,2025-01-12,control,0.474,0.094,2025-01
CUST-201394,2025-05-01,treatment,0.45,0.075,2025-05
