customer_id,source_prospect_id,industry,region,company_size_band,est_annual_revenue,digital_engagement_score,years_in_business,existing_bank_relationship,acquisition_date,credit_line
CUST-201048,PROS-100037,Wholesale Distribution,South,1-9 employees,1185000.0,43.7,22,Yes,2026-01-24,16000.0
CUST-201049,PROS-101716,Technology,West,10-49 employees,108000.0,38.3,2,No,2026-01-21,23000.0
CUST-201050,PROS-103710,Construction,North,50-249 employees,3791000.0,73.7,27,No,2025-10-30,6000.0
CUST-201051,PROS-105886,Education,South,1000+ employees,119000.0,,38,Yes,2025-03-27,11000.0
CUST-201052,PROS-103810,Professional Services,Central,1-9 employees,596000.0,8.2,36,Yes,2026-01-27,12000.0
CUST-201053,PROS-103247,Manufacturing,Central,10-49 employees,147000.0,70.3,26,Yes,2025-06-09,5000.0
CUST-201054,PROS-100653,Wholesale Distribution,East,10-49 employees,1313000.0,21.9,2,Yes,2025-04-10,17000.0
CUST-201055,PROS-104576,Manufacturing,Central,50-249 employees,347000.0,18.4,22,Yes,2025-06-10,12000.0
CUST-201056,PROS-103254,Professional Services,Central,50-249 employees,1267000.0,69.7,16,Yes,2025-03-09,7000.0
CUST-201057,PROS-102045,Education,South,1-9 employees,1718000.0,45.0,30,No,2025-05-24,10000.0
CUST-201058,PROS-103803,Manufacturing,South,50-249 employees,,41.9,36,Yes,2025-06-06,18000.0
CUST-201059,PROS-105598,Hospitality,East,50-249 employees,327000.0,,15,Yes,2026-02-03,24000.0
CUST-201060,PROS-100627,Construction,West,10-49 employees,869000.0,55.0,22,Yes,2025-07-16,16000.0
CUST-201061,PROS-105631,Transportation & Logistics,West,10-49 employees,455000.0,,32,Yes,2025-10-24,41000.0
CUST-201062,PROS-104146,Healthcare,Central,1-9 employees,4522000.0,30.5,32,Yes,2025-11-26,26000.0
CUST-201063,PROS-100424,Healthcare,Central,1-9 employees,1708000.0,60.8,11,Yes,2026-01-13,18000.0
CUST-201064,PROS-101802,Healthcare,West,10-49 employees,3046000.0,19.0,14,No,2025-08-05,8000.0
CUST-201065,PROS-100422,Hospitality,North,50-249 employees,833000.0,65.0,37,Yes,2025-08-22,26000.0
CUST-201066,PROS-103500,Manufacturing,Central,50-249 employees,5151000.0,50.7,25,Yes,2026-01-16,8000.0
CUST-201067,PROS-102068,Construction,Central,1-9 employees,982000.0,46.1,31,Yes,2025-09-30,20000.0
CUST-201068,PROS-103737,Transportation & Logistics,East,1-9 employees,1165000.0,13.5,24,Yes,2025-04-26,3000.0
CUST-201069,PROS-100281,Healthcare,South,1-9 employees,519000.0,21.7,20,Yes,2025-08-26,9000.0
CUST-201070,PROS-105843,Manufacturing,North,10-49 employees,1186000.0,86.7,20,Yes,2025-08-20,5000.0
CUST-201071,PROS-105820,Technology,West,50-249 employees,561000.0,68.1,3,Yes,2025-08-23,11000.0
CUST-201072,PROS-104512,Retail Trade,Central,1-9 employees,453000.0,46.6,20,Yes,2025-09-18,5000.0
CUST-201073,PROS-100781,Technology,North,10-49 employees,1961000.0,52.8,31,Yes,2025-06-22,13000.0
CUST-201074,PROS-100149,Manufacturing,Central,50-249 employees,957000.0,58.9,11,Yes,2025-03-04,17000.0
CUST-201075,PROS-100132,Manufacturing,Central,50-249 employees,345000.0,38.3,19,Yes,2025-05-26,9000.0
CUST-201076,PROS-102941,Education,Central,1-9 employees,1196000.0,32.7,23,Yes,2025-11-11,11000.0
CUST-201077,PROS-104634,Retail Trade,North,10-49 employees,291000.0,72.0,9,No,2026-02-04,15000.0
CUST-201078,PROS-105982,Education,East,10-49 employees,6998000.0,53.9,13,No,2025-09-13,12000.0
CUST-201079,PROS-102548,Healthcare,North,50-249 employees,147000.0,35.9,33,Yes,2025-11-08,29000.0
CUST-201080,PROS-102708,Hospitality,East,1-9 employees,322000.0,74.2,3,Yes,2025-03-18,8000.0
CUST-201081,PROS-104183,Wholesale Distribution,West,1-9 employees,337000.0,63.0,34,Yes,2025-11-10,18000.0
CUST-201082,PROS-101328,Technology,South,1-9 employees,558000.0,74.0,23,Yes,2025-06-15,15000.0
CUST-201083,PROS-100512,Wholesale Distribution,North,1-9 employees,2173000.0,,34,Yes,2025-10-09,5000.0
CUST-201084,PROS-104100,Manufacturing,Central,1000+ employees,99000.0,72.0,5,No,2025-09-14,14000.0
CUST-201085,PROS-103941,Construction,West,1-9 employees,1968000.0,81.5,6,Yes,2025-11-01,12000.0
CUST-201086,PROS-101640,Hospitality,West,1-9 employees,556000.0,42.0,38,Yes,2025-10-21,9000.0
CUST-201087,PROS-105720,Education,East,1-9 employees,450000.0,,31,No,2025-09-16,38000.0
CUST-201088,PROS-100902,Professional Services,Central,50-249 employees,309000.0,4.2,34,Yes,2025-06-16,28000.0
CUST-201089,PROS-102589,Construction,Central,10-49 employees,4352000.0,43.4,37,No,2025-11-22,8000.0
CUST-201090,PROS-105668,Hospitality,West,10-49 employees,47000.0,44.5,5,Yes,2025-10-16,19000.0
CUST-201091,PROS-102510,Retail Trade,West,1-9 employees,,42.2,25,Yes,2025-02-25,20000.0
CUST-201092,PROS-103836,Retail Trade,East,1-9 employees,991000.0,61.2,30,Yes,2025-04-15,14000.0
CUST-201093,PROS-102377,Retail Trade,North,50-249 employees,107000.0,60.8,39,Yes,2025-04-18,6000.0
CUST-201094,PROS-101647,Technology,North,10-49 employees,1701000.0,15.6,14,Yes,2025-05-03,7000.0
CUST-201095,PROS-105901,Retail Trade,South,10-49 employees,597000.0,66.9,24,Yes,2025-10-09,18000.0
CUST-201096,PROS-105367,Transportation & Logistics,East,50-249 employees,1894000.0,31.1,29,Yes,2025-01-05,18000.0
CUST-201097,PROS-103923,Healthcare,North,1-9 employees,,72.7,38,No,2025-04-15,11000.0
CUST-201098,PROS-102203,Construction,West,10-49 employees,1086000.0,,1,Yes,2025-07-15,29000.0
CUST-201099,PROS-105192,Healthcare,West,50-249 employees,1844000.0,,2,Yes,2025-03-13,32000.0
CUST-201100,PROS-102847,Construction,South,10-49 employees,1458000.0,42.2,30,No,2025-03-17,32000.0
CUST-201101,PROS-105817,Education,South,1-9 employees,203000.0,28.8,10,Yes,2025-06-22,32000.0
CUST-201102,PROS-101123,Professional Services,East,250-999 employees,885000.0,65.9,17,Yes,2025-08-29,13000.0
CUST-201103,PROS-105076,Construction,East,1-9 employees,553000.0,38.7,8,No,2025-05-14,5000.0
CUST-201104,PROS-103767,Hospitality,South,50-249 employees,3227000.0,63.3,23,No,2026-01-22,11000.0
CUST-201105,PROS-100787,Technology,North,50-249 employees,427000.0,56.8,3,Yes,2025-06-17,12000.0
CUST-201106,PROS-100199,Education,North,1000+ employees,308000.0,14.2,1,Yes,2026-02-04,9000.0
CUST-201107,PROS-103707,Hospitality,North,250-999 employees,954000.0,32.6,39,No,2025-08-14,10000.0
CUST-201108,PROS-104792,Education,South,10-49 employees,300000.0,38.0,29,No,2025-05-30,6000.0
CUST-201109,PROS-102895,Transportation & Logistics,East,1-9 employees,1414000.0,80.7,23,Yes,2025-02-15,20000.0
CUST-201110,PROS-100712,Hospitality,East,1-9 employees,600000.0,13.3,23,Yes,2025-10-21,35000.0
CUST-201111,PROS-100754,Transportation & Logistics,West,10-49 employees,1710000.0,,8,Yes,2025-08-04,55000.0
CUST-201112,PROS-104132,Hospitality,Central,10-49 employees,189000.0,67.7,4,Yes,2026-01-20,15000.0
CUST-201113,PROS-102577,Healthcare,Central,1-9 employees,408000.0,71.3,17,Yes,2026-01-22,12000.0
CUST-201114,PROS-101211,Hospitality,North,50-249 employees,175000.0,53.5,14,No,2025-07-29,13000.0
CUST-201115,PROS-100401,Hospitality,West,1-9 employees,1136000.0,21.6,27,No,2025-04-09,30000.0
CUST-201116,PROS-103498,Retail Trade,Central,1000+ employees,484000.0,68.2,2,No,2025-05-14,29000.0
CUST-201117,PROS-101615,Retail Trade,West,50-249 employees,4880000.0,34.7,32,Yes,2025-01-29,11000.0
CUST-201118,PROS-104799,Transportation & Logistics,North,250-999 employees,247000.0,67.4,7,Yes,2025-03-04,27000.0
CUST-201119,PROS-101861,Professional Services,East,1-9 employees,1431000.0,,13,No,2025-06-15,14000.0
CUST-201120,PROS-102730,Education,East,1-9 employees,640000.0,53.6,35,Yes,2025-03-12,8000.0
CUST-201121,PROS-100069,Healthcare,Central,1-9 employees,1285000.0,70.9,35,No,2025-12-09,12000.0
CUST-201122,PROS-100452,Healthcare,Central,10-49 employees,117000.0,57.8,13,No,2025-12-08,37000.0
CUST-201123,PROS-102889,Retail Trade,North,1-9 employees,1051000.0,,30,Yes,2025-03-12,20000.0
CUST-201124,PROS-103604,Education,East,1-9 employees,2843000.0,67.5,31,Yes,2025-04-14,9000.0
CUST-201125,PROS-101744,Professional Services,North,50-249 employees,947000.0,50.4,2,Yes,2025-11-27,23000.0
CUST-201126,PROS-104191,Construction,East,1-9 employees,3007000.0,75.8,36,No,2025-04-19,20000.0
CUST-201127,PROS-105165,Manufacturing,South,10-49 employees,958000.0,62.7,11,Yes,2025-04-15,11000.0
CUST-201128,PROS-100243,Technology,South,50-249 employees,3066000.0,34.3,31,Yes,2025-10-26,8000.0
CUST-201129,PROS-102891,Transportation & Logistics,East,50-249 employees,537000.0,67.3,4,No,2025-06-10,6000.0
CUST-201130,PROS-100640,Technology,South,1-9 employees,500000.0,53.0,4,Yes,2025-12-01,4000.0
CUST-201131,PROS-100853,Professional Services,North,10-49 employees,968000.0,29.5,7,No,2025-07-31,9000.0
CUST-201132,PROS-102999,Technology,West,10-49 employees,2263000.0,30.1,14,Yes,2025-03-25,12000.0
CUST-201133,PROS-100059,Technology,South,250-999 employees,775000.0,34.1,4,No,2025-03-03,28000.0
CUST-201134,PROS-101958,Technology,Central,1-9 employees,333000.0,21.4,25,Yes,2025-10-03,21000.0
CUST-201135,PROS-103114,Construction,East,10-49 employees,201000.0,38.9,23,Yes,2025-06-29,15000.0
CUST-201136,PROS-100546,Healthcare,West,1-9 employees,1055000.0,28.1,12,No,2025-06-28,4000.0
CUST-201137,PROS-100202,Healthcare,South,10-49 employees,271000.0,84.4,27,Yes,2025-09-30,15000.0
CUST-201138,PROS-100488,Hospitality,North,1-9 employees,604000.0,47.1,21,Yes,2025-04-21,4000.0
CUST-201139,PROS-102374,Technology,Central,10-49 employees,733000.0,60.6,18,No,2026-02-04,22000.0
CUST-201140,PROS-100796,Education,North,50-249 employees,1781000.0,71.9,29,Yes,2025-07-28,22000.0
CUST-201141,PROS-103409,Healthcare,North,10-49 employees,1148000.0,23.0,9,No,2025-12-11,13000.0
CUST-201142,PROS-104158,Retail Trade,Central,1-9 employees,1478000.0,35.9,23,No,2025-11-07,21000.0
CUST-201143,PROS-104817,Construction,South,50-249 employees,162000.0,48.6,15,Yes,2025-09-01,24000.0
CUST-201144,PROS-101207,Hospitality,South,1-9 employees,56000.0,,23,Yes,2025-02-09,14000.0
CUST-201145,PROS-101010,Professional Services,North,1-9 employees,385000.0,56.3,12,No,2025-10-22,12000.0
CUST-201146,PROS-100639,Education,South,10-49 employees,1264000.0,45.0,28,Yes,2025-01-29,6000.0
CUST-201147,PROS-104255,Construction,South,1-9 employees,725000.0,54.3,1,Yes,2025-10-22,10000.0
CUST-201148,PROS-100192,Technology,South,1-9 employees,673000.0,37.3,11,No,2025-12-31,7000.0
CUST-201149,PROS-105624,Professional Services,West,50-249 employees,1660000.0,,36,Yes,2025-08-02,7000.0
CUST-201150,PROS-100320,Construction,West,1-9 employees,967000.0,24.7,29,Yes,2026-01-21,8000.0
CUST-201151,PROS-104269,Transportation & Logistics,Central,1-9 employees,116000.0,67.6,27,Yes,2025-09-08,4000.0
CUST-201152,PROS-105228,Manufacturing,East,50-249 employees,1199000.0,,10,No,2025-07-31,24000.0
CUST-201153,PROS-104296,HEALTHCARE,East,50-249 employees,1959000.0,8.7,3,Yes,2025-08-01,15000.0
CUST-201154,PROS-104823,Education,West,10-49 employees,517000.0,69.6,23,Yes,2025-02-27,26000.0
CUST-201155,PROS-102031,RETAIL TRADE,East,10-49 employees,1004000.0,69.5,30,No,2025-01-27,21000.0
CUST-201156,PROS-104895,Healthcare,South,1000+ employees,88000.0,59.0,24,Yes,2025-02-01,18000.0
CUST-201157,PROS-103291,Healthcare,Central,250-999 employees,235000.0,48.2,10,No,2025-12-25,21000.0
CUST-201158,PROS-103869,Hospitality,West,250-999 employees,312000.0,,12,Yes,2025-03-04,14000.0
CUST-201159,PROS-103166,Hospitality,West,10-49 employees,2303000.0,,23,No,2025-09-12,29000.0
CUST-201160,PROS-104410,Retail Trade,West,10-49 employees,164000.0,43.5,20,Yes,2025-04-24,9000.0
CUST-201161,PROS-100376,Hospitality,North,1-9 employees,3367000.0,17.3,35,No,2025-06-03,13000.0
CUST-201162,PROS-101483,Retail Trade,North,50-249 employees,478000.0,31.4,6,No,2025-10-01,11000.0
CUST-201163,PROS-100958,Education,South,10-49 employees,115000.0,11.0,25,Yes,2025-12-15,44000.0
CUST-201164,PROS-105234,Construction,North,50-249 employees,177000.0,3.8,37,Yes,2025-02-14,9000.0
CUST-201165,PROS-101320,Retail Trade,South,1-9 employees,8774000.0,38.3,36,Yes,2025-07-29,28000.0
CUST-201166,PROS-102017,Hospitality,North,50-249 employees,185000.0,42.8,24,Yes,2025-02-24,5000.0
CUST-201167,PROS-101101,Healthcare,Central,1-9 employees,131000.0,17.0,1,No,2025-03-22,14000.0
CUST-201168,PROS-104755,TECHNOLOGY,West,10-49 employees,1902000.0,46.6,31,Yes,2025-10-13,11000.0
CUST-201169,PROS-104327,Healthcare,East,1-9 employees,477000.0,86.4,31,Yes,2025-01-12,7000.0
CUST-201170,PROS-101369,Technology,North,250-999 employees,124000.0,55.5,12,No,2025-04-13,8000.0
CUST-201171,PROS-105978,Professional Services,Central,1-9 employees,334000.0,48.7,31,No,2025-08-12,18000.0
CUST-201172,PROS-105852,Professional Services,East,10-49 employees,305000.0,56.0,11,Yes,2025-03-28,10000.0
CUST-201173,PROS-103914,Hospitality,East,1-9 employees,5784000.0,43.0,8,Yes,2025-06-04,7000.0
CUST-201174,PROS-101204,Technology,North,10-49 employees,2334000.0,32.8,31,Yes,2025-08-22,22000.0
CUST-201175,PROS-100449,Professional Services,North,50-249 employees,307000.0,23.6,23,No,2025-12-27,13000.0
CUST-201176,PROS-100187,Construction,Central,1-9 employees,503000.0,79.5,28,No,2025-02-01,16000.0
CUST-201177,PROS-101553,Technology,West,1-9 employees,893000.0,19.0,35,Yes,2025-07-23,25000.0
CUST-201178,PROS-105213,Technology,North,1-9 employees,736000.0,62.4,32,No,2025-09-09,33000.0
CUST-201179,PROS-104381,Retail Trade,West,10-49 employees,758000.0,39.0,31,No,2025-07-11,3000.0
CUST-201180,PROS-104473,Retail Trade,North,50-249 employees,838000.0,65.9,15,Yes,2025-01-08,12000.0
CUST-201181,PROS-102220,Education,South,1-9 employees,635000.0,81.4,9,No,2025-11-01,4000.0
CUST-201182,PROS-100246,Hospitality,West,250-999 employees,1056000.0,35.4,6,Yes,2025-04-04,68000.0
CUST-201183,PROS-103479,Hospitality,West,50-249 employees,1453000.0,74.4,24,No,2025-02-09,14000.0
CUST-201184,PROS-102628,Technology,South,10-49 employees,1033000.0,64.7,35,Yes,2025-06-30,23000.0
CUST-201185,PROS-104367,Retail Trade,West,10-49 employees,1546000.0,46.5,32,Yes,2025-03-18,9000.0
CUST-201186,PROS-102931,Technology,North,1-9 employees,1283000.0,44.3,33,Yes,2025-09-10,10000.0
CUST-201187,PROS-105242,Education,South,10-49 employees,1428000.0,66.2,21,Yes,2025-08-04,25000.0
CUST-201188,PROS-105406,Hospitality,Central,50-249 employees,9715000.0,49.8,38,Yes,2025-03-23,18000.0
CUST-201189,PROS-102521,Manufacturing,Central,10-49 employees,425000.0,28.7,23,Yes,2026-01-03,36000.0
CUST-201190,PROS-101661,Technology,East,1000+ employees,905000.0,24.9,11,No,2025-12-18,8000.0
CUST-201191,PROS-105478,Manufacturing,North,50-249 employees,1014000.0,91.2,22,Yes,2025-05-06,11000.0
CUST-201192,PROS-101271,Retail Trade,North,250-999 employees,1045000.0,44.6,39,No,2026-01-03,18000.0
CUST-201193,PROS-103797,Manufacturing,Central,1-9 employees,629000.0,24.7,22,No,2025-05-11,19000.0
CUST-201194,PROS-104417,Retail Trade,North,1-9 employees,996000.0,45.5,11,Yes,2025-07-12,17000.0
CUST-201195,PROS-100788,Transportation & Logistics,South,50-249 employees,,43.5,17,Yes,2025-08-15,6000.0
CUST-201196,PROS-104310,Transportation & Logistics,South,1-9 employees,404000.0,11.3,29,Yes,2025-04-19,7000.0
CUST-201197,PROS-105456,Retail Trade,East,1-9 employees,150000.0,14.2,26,No,2025-08-29,16000.0
CUST-201198,PROS-101087,Education,South,1-9 employees,382000.0,34.5,13,Yes,2025-02-14,5000.0
CUST-201199,PROS-105833,Professional Services,West,10-49 employees,4020000.0,69.3,32,Yes,2025-08-31,7000.0
CUST-201200,PROS-101095,Manufacturing,Central,1-9 employees,1135000.0,55.1,2,Yes,2026-01-11,13000.0
CUST-201201,PROS-105131,Construction,South,1-9 employees,140000.0,30.7,33,No,2025-05-10,8000.0
CUST-201202,PROS-102961,Healthcare,East,10-49 employees,,,37,Yes,2025-02-23,15000.0
CUST-201203,PROS-105227,Hospitality,West,50-249 employees,545000.0,48.1,36,Yes,2025-08-20,12000.0
CUST-201204,PROS-102677,Wholesale Distribution,East,50-249 employees,263000.0,81.3,5,Yes,2025-04-30,8000.0
CUST-201205,PROS-103097,Construction,West,10-49 employees,1144000.0,6.8,24,No,2025-10-25,8000.0
CUST-201206,PROS-102145,Healthcare,East,10-49 employees,784000.0,34.3,22,Yes,2025-05-12,28000.0
CUST-201207,PROS-100985,Technology,Central,10-49 employees,293000.0,13.1,15,No,2025-01-26,16000.0
CUST-201208,PROS-102339,Manufacturing,East,50-249 employees,648000.0,87.1,1,Yes,2025-04-18,15000.0
CUST-201209,PROS-101556,Wholesale Distribution,Central,1-9 employees,531000.0,,39,No,2025-11-27,13000.0
CUST-201210,PROS-103956,Transportation & Logistics,West,50-249 employees,,36.1,2,Yes,2025-01-01,7000.0
CUST-201211,PROS-104655,Retail Trade,Central,1-9 employees,576000.0,27.8,8,Yes,2025-12-21,9000.0
CUST-201212,PROS-100786,Manufacturing,West,10-49 employees,366000.0,60.1,14,Yes,2025-03-24,3000.0
CUST-201213,PROS-102721,Technology,South,10-49 employees,271000.0,34.1,17,No,2025-04-20,9000.0
CUST-201214,PROS-101413,Hospitality,South,10-49 employees,1569000.0,30.3,12,Yes,2025-10-27,9000.0
CUST-201215,PROS-100458,Wholesale Distribution,South,10-49 employees,191000.0,35.2,32,Yes,2026-01-09,18000.0
CUST-201216,PROS-101025,Manufacturing,Central,10-49 employees,506000.0,61.0,18,Yes,2025-03-24,9000.0
CUST-201217,PROS-103127,Education,Central,10-49 employees,366000.0,80.3,36,Yes,2025-12-31,21000.0
CUST-201218,PROS-102018,Hospitality,South,1-9 employees,270000.0,46.5,25,No,2025-11-02,11000.0
CUST-201219,PROS-102579,Transportation & Logistics,West,1-9 employees,630000.0,54.7,23,Yes,2025-01-11,14000.0
CUST-201220,PROS-101492,Manufacturing,South,50-249 employees,443000.0,37.9,1,Yes,2025-06-16,13000.0
CUST-201221,PROS-103711,Education,Central,10-49 employees,388000.0,,20,Yes,2025-04-12,20000.0
CUST-201222,PROS-101012,Professional Services,West,1-9 employees,142000.0,40.5,10,Yes,2025-02-02,27000.0
CUST-201223,PROS-104434,Transportation & Logistics,West,1-9 employees,2768000.0,60.8,22,Yes,2026-01-05,7000.0
CUST-201224,PROS-104003,Healthcare,West,1-9 employees,266000.0,48.5,34,Yes,2025-11-27,38000.0
CUST-201225,PROS-102857,Hospitality,South,1000+ employees,1041000.0,,3,Yes,2025-12-16,7000.0
CUST-201226,PROS-105072,Retail Trade,East,250-999 employees,1019000.0,26.0,21,No,2025-09-12,11000.0
CUST-201227,PROS-104846,Wholesale Distribution,North,50-249 employees,582000.0,34.6,7,Yes,2025-10-19,9000.0
CUST-201228,PROS-103514,Professional Services,West,1-9 employees,495000.0,36.8,6,No,2025-09-02,33000.0
CUST-201229,PROS-101243,Healthcare,South,50-249 employees,1021000.0,25.1,28,Yes,2025-01-19,7000.0
CUST-201230,PROS-101619,Education,West,50-249 employees,1462000.0,29.7,30,No,2025-03-02,20000.0
CUST-201231,PROS-100355,EDUCATION,South,10-49 employees,1728000.0,29.8,20,Yes,2025-12-22,3000.0
CUST-201232,PROS-103194,Hospitality,South,10-49 employees,2221000.0,36.2,28,Yes,2025-09-07,21000.0
CUST-201233,PROS-105626,Healthcare,East,1-9 employees,627000.0,,24,Yes,2025-05-10,11000.0
CUST-201234,PROS-102712,Education,Central,50-249 employees,633000.0,54.2,28,Yes,2025-11-15,10000.0
CUST-201235,PROS-105612,Technology,Central,1-9 employees,533000.0,44.8,29,Yes,2025-07-31,8000.0
CUST-201236,PROS-101895,Wholesale Distribution,North,50-249 employees,217000.0,46.2,34,No,2026-02-03,12000.0
CUST-201237,PROS-103050,Wholesale Distribution,North,1-9 employees,1246000.0,39.8,32,No,2025-07-19,10000.0
CUST-201238,PROS-100255,Retail Trade,North,250-999 employees,776000.0,47.2,2,Yes,2025-09-26,5000.0
CUST-201239,PROS-100889,Professional Services,Central,10-49 employees,235000.0,77.5,25,Yes,2026-01-29,8000.0
CUST-201240,PROS-105725,Construction,West,1-9 employees,213000.0,36.2,9,Yes,2025-06-22,21000.0
CUST-201241,PROS-103838,Education,North,250-999 employees,984000.0,34.0,18,Yes,2026-01-07,10000.0
CUST-201242,PROS-105211,Retail Trade,East,50-249 employees,382000.0,29.7,29,Yes,2025-11-24,8000.0
CUST-201243,PROS-102727,Manufacturing,Central,10-49 employees,292000.0,59.8,8,Yes,2025-01-15,13000.0
CUST-201244,PROS-103100,Construction,South,1-9 employees,392000.0,45.6,32,Yes,2025-01-21,17000.0
CUST-201245,PROS-102942,Hospitality,Central,1-9 employees,632000.0,66.8,21,No,2025-02-06,19000.0
CUST-201246,PROS-104019,Technology,East,50-249 employees,326000.0,20.1,4,Yes,2025-06-17,16000.0
CUST-201247,PROS-100836,Wholesale Distribution,West,1-9 employees,2508000.0,19.3,9,Yes,2025-11-21,27000.0
CUST-201248,PROS-100182,Healthcare,North,50-249 employees,816000.0,10.4,20,No,2025-10-20,13000.0
CUST-201249,PROS-101844,Hospitality,North,1-9 employees,670000.0,52.9,27,No,2025-10-23,11000.0
CUST-201250,PROS-104243,MANUFACTURING,South,1-9 employees,1103000.0,33.6,38,Yes,2025-05-24,22000.0
CUST-201251,PROS-101221,Transportation & Logistics,West,1-9 employees,777000.0,79.7,32,No,2025-01-18,8000.0
CUST-201252,PROS-104061,Manufacturing,North,10-49 employees,3375000.0,40.2,21,Yes,2025-01-24,10000.0
CUST-201253,PROS-100580,Manufacturing,East,50-249 employees,1093000.0,58.5,3,Yes,2025-02-25,5000.0
CUST-201254,PROS-104056,Wholesale Distribution,West,1-9 employees,24000.0,34.9,13,No,2025-02-14,39000.0
CUST-201255,PROS-102665,Transportation & Logistics,North,50-249 employees,75000.0,87.3,13,No,2026-01-14,46000.0
CUST-201256,PROS-105212,Healthcare,North,1-9 employees,856000.0,61.2,20,No,2025-03-08,12000.0
CUST-201257,PROS-104178,HEALTHCARE,Central,1-9 employees,313000.0,16.4,31,Yes,2025-05-08,21000.0
CUST-201258,PROS-105037,Transportation & Logistics,North,10-49 employees,1508000.0,56.7,17,Yes,2025-11-29,20000.0
CUST-201259,PROS-105677,Construction,East,250-999 employees,1632000.0,10.5,25,No,2025-03-25,14000.0
CUST-201260,PROS-102990,Healthcare,North,250-999 employees,510000.0,40.6,19,No,2025-10-16,27000.0
CUST-201261,PROS-103716,Construction,West,1-9 employees,1607000.0,13.6,9,Yes,2025-07-06,6000.0
CUST-201262,PROS-105217,Technology,East,10-49 employees,810000.0,72.0,33,Yes,2025-11-02,11000.0
CUST-201263,PROS-103433,Construction,South,10-49 employees,1435000.0,,18,No,2025-05-01,3000.0
CUST-201264,PROS-100185,Healthcare,Central,50-249 employees,656000.0,50.0,24,No,2025-12-30,7000.0
CUST-201265,PROS-105592,Transportation & Logistics,West,250-999 employees,1064000.0,29.4,26,Yes,2025-10-20,5000.0
CUST-201266,PROS-104159,Manufacturing,West,50-249 employees,5004000.0,29.6,18,No,2025-05-02,4000.0
CUST-201267,PROS-104077,Technology,Central,1-9 employees,265000.0,53.1,24,Yes,2025-09-24,9000.0
CUST-201268,PROS-101299,Manufacturing,Central,10-49 employees,799000.0,62.6,38,Yes,2025-10-25,16000.0
CUST-201269,PROS-102356,Healthcare,Central,50-249 employees,507000.0,28.5,27,Yes,2026-01-30,8000.0
CUST-201270,PROS-103921,Technology,North,10-49 employees,370000.0,96.2,36,No,2025-05-26,9000.0
CUST-201271,PROS-103964,Retail Trade,West,1-9 employees,6153000.0,16.9,14,No,2026-01-26,8000.0
CUST-201272,PROS-105997,Education,Central,10-49 employees,899000.0,55.9,38,Yes,2025-11-11,14000.0
CUST-201273,PROS-100298,Professional Services,South,1-9 employees,102000.0,24.5,31,Yes,2025-06-24,9000.0
CUST-201274,PROS-105864,Education,Central,10-49 employees,3099000.0,70.6,5,No,2025-10-06,7000.0
CUST-201275,PROS-102427,Construction,North,1-9 employees,870000.0,41.2,20,Yes,2025-08-15,23000.0
CUST-201276,PROS-104706,Healthcare,West,1000+ employees,294000.0,28.4,3,Yes,2026-01-31,7000.0
CUST-201277,PROS-103404,Construction,West,50-249 employees,3395000.0,28.7,7,Yes,2025-01-25,6000.0
CUST-201278,PROS-104446,Construction,East,50-249 employees,594000.0,41.8,5,No,2025-10-30,20000.0
CUST-201279,PROS-102412,Education,South,10-49 employees,596000.0,56.9,18,No,2025-11-30,4000.0
CUST-201280,PROS-101962,Retail Trade,East,50-249 employees,1645000.0,39.0,36,Yes,2025-01-03,27000.0
CUST-201281,PROS-104859,Hospitality,West,10-49 employees,,40.1,17,No,2025-07-23,7000.0
CUST-201282,PROS-102611,Education,North,50-249 employees,3377000.0,14.9,36,No,2025-10-07,14000.0
CUST-201283,PROS-104914,Hospitality,North,250-999 employees,418000.0,5.3,2,No,2025-12-06,7000.0
CUST-201284,PROS-100729,Technology,South,10-49 employees,935000.0,54.4,32,Yes,2025-02-10,13000.0
CUST-201285,PROS-103273,Healthcare,South,10-49 employees,1403000.0,73.1,20,No,2025-04-22,9000.0
CUST-201286,PROS-100032,Manufacturing,West,1-9 employees,849000.0,69.6,19,Yes,2025-08-07,7000.0
CUST-201287,PROS-101944,Construction,Central,10-49 employees,808000.0,28.9,1,No,2025-09-15,5000.0
CUST-201288,PROS-104195,Healthcare,West,250-999 employees,558000.0,19.7,27,Yes,2025-03-04,9000.0
CUST-201289,PROS-102320,Manufacturing,West,1-9 employees,339000.0,75.8,11,Yes,2025-11-26,17000.0
CUST-201290,PROS-102692,Education,Central,1-9 employees,2732000.0,40.5,34,Yes,2025-07-17,20000.0
CUST-201291,PROS-102233,Retail Trade,East,10-49 employees,1205000.0,38.3,30,Yes,2025-06-10,8000.0
CUST-201292,PROS-101363,Professional Services,North,50-249 employees,968000.0,35.3,5,Yes,2025-11-14,8000.0
CUST-201293,PROS-100457,Technology,West,50-249 employees,400000.0,5.0,12,Yes,2025-07-25,12000.0
CUST-201294,PROS-103625,Hospitality,East,50-249 employees,272000.0,53.6,19,No,2025-04-26,13000.0
CUST-201295,PROS-104026,Professional Services,Central,250-999 employees,2766000.0,22.8,15,No,2025-06-24,13000.0
CUST-201296,PROS-103727,Transportation & Logistics,West,1-9 employees,216000.0,55.3,1,No,2025-03-03,10000.0
CUST-201297,PROS-102781,Education,South,1-9 employees,264000.0,35.1,14,Yes,2025-12-04,10000.0
